,NonParametric DML,Linear DML,Doubly Robust (Linear),Linear T Learner,Linear S Learner,Linear X Learner,NonParametric T Learner,NonParametric S Learner,NonParametric X Learner,Causal BART,Causal Forest,Propensity Score Matching,TMLE
0,-0.08392605591917965,-0.027595397762538814,-0.01213246768911217,-0.09021789873753491,-0.002843655707634118,-0.07125390277662294,-0.10118574927282628,-0.029397942973356968,-0.07803372970478577,-0.09547975378966166,-0.026506535277375606,-0.15679827890296286,-0.12014734757857029
1,0.07921365543203034,-0.01706618883363474,-0.0032231838685116616,-0.08870946853808433,-0.0030606054936050953,-0.05728372366616004,-0.07568971353870663,-0.015111951057084736,-0.05122421883590931,-0.0642842306923626,-0.020779682342200817,-0.14998473961311296,-0.1008225500454042
2,-0.0671116154505595,-0.023708080635585528,-0.00017999328016205624,-0.08711396145004256,0.001105305885185981,-0.059218914715956625,-0.07726126633502836,-0.017312523633468517,-0.03765500102387397,-0.06285018207417722,-0.013131252345838852,-0.1499420012313583,-0.10881033681412922
3,-0.1489564637829439,-0.03772007488713021,0.00027378155305767796,-0.0981960457870938,0.0003589642187113995,-0.0787535896881881,-0.091556103839193,-0.0366975653228607,-0.07732229483751848,-0.10098371810727938,-0.031946219808854655,-0.1501994169845267,-0.11694394430174866
4,-0.0760412913865591,-0.021798379330239162,-0.016108670989691105,-0.07979460125309638,-0.006012612832169585,-0.05359188157825286,-0.05298918533588624,-0.020376480945586053,-0.025699486178959296,-0.061354113508260436,-0.02078999268943994,-0.15045883368243426,-0.09249584005872903
5,0.2500449740172448,-0.030118688530077303,-0.00954020405475047,-0.0691084623071284,-0.006940217772168467,-0.04702005039723623,-0.06797710909482761,-0.03291555893222357,-0.07036480059634766,-0.06403268515239707,-0.01165478958270885,-0.1633050438067952,-0.104028400819107
6,-0.17568849448995869,-0.02524938907836134,-0.00015107584881434536,-0.07727770513870548,0.0032659603733042886,-0.05931666734686887,-0.08778980538602546,-0.0225607364694739,-0.0768894993605837,-0.07503998069129386,-0.025876844557907945,-0.1411943897720881,-0.11070699993325873
7,0.002330113861226578,-0.03459660191935952,-0.00096223955162761,-0.09422992080841389,-0.00024115383851075478,-0.06391936987001852,-0.08557188220701324,-0.011573658626105592,-0.051669497763153875,-0.07602267599705448,-0.017889903531782967,-0.1472147226738203,-0.10992043272324943
8,-0.19908497154984842,-0.010777689588445936,0.003755368473251226,-0.07865867595427506,0.0005626276911172567,-0.05139436548566532,-0.04733232489655408,-0.019373987531686666,-0.04373779035556402,-0.07239317640768678,-0.019773284425671254,-0.14455419036153158,-0.1063127715760306
9,0.3902471501076949,-0.03405452347962044,-0.0075548368126581705,-0.10122713095938063,-0.007591818008461537,-0.08647101288836444,-0.08377170089654179,-0.03130330896047656,-0.07615927850928986,-0.10721204380775357,-0.03763989440804608,-0.15843965025702816,-0.12616017647494282
10,-0.4056487429571972,-0.02681414608696909,-0.005984300795230678,-0.08745967075245814,-0.005852439532587184,-0.05641707627639554,-0.05320164525703933,-0.025329201948559532,-0.060787185000962925,-0.07008314372882608,-0.013598753023146575,-0.16326049051740882,-0.12141780608258498
11,0.2891378212901421,-0.035687282736948156,-0.0059472112932152515,-0.08700180772222516,-0.006404573883719067,-0.06903904811862667,-0.07128549947044913,-0.033591400486397034,-0.06078788039742064,-0.06970975569992723,-0.024639354940276213,-0.14830936988399152,-0.11575828138660094
12,-0.10738564572983414,-0.028139818596658844,-0.00036120373889108877,-0.07780890310598743,-0.001304339765341389,-0.05081267206790318,-0.06941963685889035,-0.0179931386004945,-0.04611964201695232,-0.06370298600773863,-0.012654527344320191,-0.14665613660777457,-0.10422010171178224
13,-0.3848440283824945,-0.036873929167362166,-0.004214362763868288,-0.09258025886421628,-0.004645069216105746,-0.08082760590294895,-0.08853733885730031,-0.040658868070580334,-0.06538231381973218,-0.09713427273112914,-0.03232828325085822,-0.14343025790234518,-0.12150241657661923
14,-0.2044356607633524,-0.030894611962714973,-0.007942902248633903,-0.09203485266544165,-0.007418517626369247,-0.07110729556363171,-0.08191138651631485,-0.03602039105575477,-0.055113408400129356,-0.08207646485510255,-0.025942573737386575,-0.15035880691810355,-0.11849036704084175
15,0.062281898282148584,-0.05550370001833961,-0.020737572459281366,-0.08345034863366492,-0.009718921998512986,-0.06085809158162397,-0.06293189284370436,-0.027239682306567602,-0.030624099322053778,-0.06604405437049464,-0.0237137848332397,-0.1624644253710643,-0.10410716038998973
16,-0.24010898499499847,-0.017865392002955366,0.0028215619592413177,-0.07330595678880919,0.003909333454959807,-0.0509558183383102,-0.0770390422178559,-0.004112661399540565,-0.05444049473305439,-0.06980750557866257,-0.01374469162365713,-0.1368856554817206,-0.10606274086033657
17,-0.20815970747474405,-0.041581340828761276,-0.00800992012798422,-0.08757357089656329,-0.008172307090889674,-0.07640368323531861,-0.08631283549867333,-0.03441403738232014,-0.06269781661822893,-0.08526471411725359,-0.03953227468594446,-0.15438729617913052,-0.11767017652751043
18,-0.24600666716204642,-0.022477402006240054,-0.004264824237400651,-0.054883922021482553,-0.003992352154139844,-0.03816112186738415,-0.043106078789300326,-0.028561165125549997,-0.033999466041049836,-0.03971320536465953,-0.013945903327098061,-0.15930204112435598,-0.10489547890660515
19,-0.15613615637542114,-0.024932472722208214,-0.0144943133670155,-0.08327836031215113,-0.013568640334947535,-0.05464892431501809,-0.05745661282071214,-0.023558075647552607,-0.06305539172774707,-0.06732681466768298,-0.024055250371581207,-0.1620862324568123,-0.1220018507542657
