,Gradient Boosting Trees DML,Linear DML,Doubly Robust (Linear),Linear T Learner,Linear S Learner,Linear X Learner,Gradient Boosting Trees T Learner,Gradient Boosting Trees S Learner,Gradient Boosting Trees X Learner,Causal BART,Causal Forest,Propensity Score Matching,TMLE
0,0.2500190056378784,0.3507746099789648,0.21608121818220027,0.21404366074179504,0.18289702651612338,0.21315251415118341,0.19641556992081188,0.050140140063626326,0.14040515352426808,0.29318895397962197,0.18554100486001768,0.2867946613293306,0.2138030161362019
1,-0.11596545433166083,0.3848783061729446,0.3477920669621122,0.3840501892371788,0.3457651413997169,0.38259784565712307,0.3198494333920565,-0.006393416293673404,0.27394992695541975,0.34317689013540686,0.17153371025352881,0.5153059465482208,0.3815463696688204
2,-0.29256883595295924,-0.21355232083604525,-0.20475018688496616,-0.20270613599896703,-0.22396851656240124,-0.20341828546940022,-0.2528078645216232,-0.5485645783047683,-0.21427568830365895,-0.16475995270527388,-0.21060660907232487,-0.11750229670668699,-0.1997870623871567
3,-0.08528896312862155,-0.07525841968578328,-0.04930197582840412,-0.044988281066077995,-0.07000587259159419,-0.04552083821064867,-0.2179746696698439,-0.4884461364474233,-0.24612478757843004,-0.13439030574104782,-0.22149700678095807,0.03042251386187922,-0.04333537427034462
4,-0.2918333220029441,0.04029116003531463,-0.007284888273878076,-0.02891515892951424,-0.05274068493196227,-0.029578926151986984,-0.18656700362468737,-0.27111477211725976,-0.20715911704868306,-0.009980550249075293,-0.07008642991825442,0.036763109639173175,-0.028952731902616824
5,-0.5668809673116767,-0.5166423812850898,-0.49935990023059684,-0.5048878663083503,-0.5203857116488817,-0.5058431770798272,-0.46123965335098605,-0.6668620264339771,-0.4648470695099932,-0.43137068497165687,-0.39034679037080666,-0.3326035295156068,-0.5088680768338221
6,-0.1326747393410681,-0.24395841546922603,-0.2258551315760391,-0.23144982743433573,-0.2531579864227813,-0.2318424758099844,-0.22906757081035378,-0.34370871191838626,-0.17660653974333984,-0.20071893561993281,-0.16544272098435275,-0.1826265090292234,-0.23074270216823045
7,-0.44577830374130056,0.2870624530584318,0.17677540381852275,0.16091483581069999,0.1299935893971802,0.1606906892833342,0.20756550348169522,-0.036945480241767026,0.21299678383688847,0.2744517562640927,0.2084471716881029,0.1964938133486569,0.16004883487085597
8,-0.05794633170545627,-0.067749280156703,-0.062014529064083446,-0.06440177456351615,-0.08675953307513917,-0.06499250144486224,-0.07110251173703985,-0.22702473443113358,-0.048874587550438386,0.04228171082150989,0.029878562110418283,0.010280875893082575,-0.061322791838678725
9,0.1380778078256204,0.29857109306377505,0.22824912753988658,0.21628809957418849,0.18755262547146878,0.21566558215963028,0.008610899372563319,-0.0035157912505157096,-0.053828635388235346,0.1741251104941568,0.22174919184129038,0.2851482165288788,0.2182341152882492
