,NonParametric DML,Linear DML,Doubly Robust (Linear),Linear T Learner,Linear S Learner,Linear X Learner,NonParametric T Learner,NonParametric S Learner,NonParametric X Learner,Causal BART,Causal Forest,Propensity Score Matching,TMLE
0,0.03435319567109164,0.011541160202804263,0.012643979988063244,0.012457296480332534,0.012719441013839814,0.01247222974165332,0.027694534415200995,0.01056565199815569,0.026892855323313796,0.011556318063248317,0.02282647036409892,0.04305811682946571,0.012332741062592929
1,0.023543603211424843,0.011962057485444913,0.013906911161625358,0.013470625635531202,0.013860630792997155,0.013458396404851351,0.025413710301925,0.010220481852044041,0.023402269968921766,0.011391576576743768,0.026110933159415997,0.04114083635278381,0.013404728381197028
2,0.034750118860192934,0.014375185650124113,0.015267313052851748,0.01519644804203642,0.015271404766771244,0.01518425225705742,0.027754266252753807,0.013823188471878101,0.028140986363682938,0.013222600263674441,0.031274778845580574,0.043546190319911735,0.015045925621103157
3,0.029520318508303355,0.012449814028797876,0.013476610851709077,0.0135733229945756,0.013475541619286657,0.013582762533655205,0.04315678543457465,0.019238179862751864,0.045717882970110084,0.012369973869838064,0.041569800817710015,0.04442079022019337,0.013514629001116076
4,0.024465507859798175,0.006230180800017251,0.008201505986550865,0.008118586932129914,0.008120647758609323,0.008083897624170076,0.018827109770958732,0.005006048360332207,0.02388136532735893,0.006250875783658872,0.03168627686441443,0.03924669337197054,0.007868158332342697
5,0.034517231981265876,0.01862015584078926,0.01866922851038552,0.01872328863532683,0.018699124526718514,0.018710201651648273,0.026539282869495962,0.014485265645377965,0.026893680485070855,0.017071466262077145,0.031604372809623464,0.043465074114207664,0.01865668225273115
6,0.04320063178002237,0.01853699723611724,0.020837622835445293,0.020149017907216654,0.02080064156860928,0.02013932609201111,0.03091527796446678,0.015146126193961437,0.031004269030788713,0.01846829756578097,0.032730770412932195,0.0476078331084802,0.020165359275392012
7,0.040369117412039364,0.01126525361999774,0.012868357822986712,0.01280432723542736,0.012661878128545691,0.01273943546002821,0.02280847726691736,0.00998349328325553,0.023775881337892487,0.01045338536415242,0.03345970758635726,0.040645340728367924,0.012630155739697961
8,0.03645427848364705,0.014632764372099793,0.016016162232679876,0.015998485255408264,0.015908220779591753,0.015914758926615112,0.030421922732201814,0.013537627225225054,0.03029257088804542,0.013991454568473885,0.04123237779813609,0.04531137759682715,0.0158039325644401
9,0.027864403574273514,0.015673604739624727,0.016568011247131365,0.016539845052408592,0.01647857220287352,0.01650593293048381,0.032722539956511094,0.015920000195432705,0.032834329333364456,0.015592732676896183,0.037663623628313984,0.04006751891801447,0.016470809116243774
