,NonParametric DML,Linear DML,Doubly Robust (Linear),Linear T Learner,Linear S Learner,Linear X Learner,NonParametric T Learner,NonParametric S Learner,NonParametric X Learner,Causal BART,Causal Forest,Propensity Score Matching,TMLE
0,0.003739693896735587,-0.005327992237546299,-0.008053328903613627,-0.018482680547575386,-0.0002320416254223411,-0.014377246365973874,-0.023442914037105696,-0.007830922007476102,-0.017115889784745195,-0.02051469136229318,-0.005651568561736194,-0.0353238521442953,-0.02857942481883366
1,0.03812423224121649,-0.0031873010395976,-0.0004631972120556364,-0.01558262606388979,-0.00026668176888444695,-0.011430647477885055,-0.016291420742347622,-0.0023407043842865534,-0.012784162380580761,-0.013806388862432628,-0.0040939392621597,-0.03573559469572369,-0.024040641678032174
2,0.0001399926652823379,-0.004725289113391006,0.0002352034341388133,-0.018279580713715285,0.0005922696675809691,-0.011887947417902955,-0.01252329743849152,-0.0019232680245461705,-0.010726542333029292,-0.013478219183719664,-0.0019431834552977735,-0.0352662836178451,-0.025883833124717398
3,-0.014276722591164527,-0.007672184286929595,0.0002711574251041699,-0.02004132285805127,0.00043455248885293507,-0.015828843719471197,-0.024635858740064694,-0.006025060721286214,-0.0178447414945535,-0.021480113423924276,-0.006133936121580254,-0.03569291167971534,-0.027093544067863424
4,-0.016591346247531866,-0.004441236089467376,-0.0008709548383864661,-0.015529540760930514,-0.0008411756353471356,-0.010652018476820983,-0.015002479028300807,-0.001603845286565013,-0.009148562981462929,-0.012883082313609953,-0.002904828304060469,-0.0349719150923345,-0.021845619625120962
5,0.03516086646646257,-0.005871631201461219,-0.0019081641810821416,-0.014048049912605899,-0.0010344125331571699,-0.00926970380652512,-0.013898225304591933,-0.0026201616897046833,-0.015703773705696727,-0.013171586158480103,-0.0019117263647487328,-0.03709604944629627,-0.02434968631179593
6,-0.021374291798494097,-0.005273903662997478,-0.006901755512601413,-0.016241409554466,0.0010330146031009013,-0.011904991403888674,-0.01901721694610868,-0.004441498490037898,-0.01269759929266378,-0.015627218873727065,-0.0047856112084131265,-0.03399113738019169,-0.02577790667784833
7,-0.010377596628002323,-0.006707657068663612,-0.0006653147902166357,-0.019263576591049797,0.00032247370549298715,-0.012703904374045026,-0.022638747081687536,-0.0004166757780762216,-0.012339514623845057,-0.01616899213231365,-0.0027781876059466575,-0.034761011872549014,-0.025942610233387575
8,0.005730840499825924,-0.0023150269089804595,0.0010826882191312282,-0.01749829083644844,0.0004662403223898437,-0.010405129644616361,-0.011047330203686048,-0.0032555630694796685,-0.009376181490518436,-0.01565070034941794,-0.0035096603153741204,-0.03376980531206897,-0.02508656605636483
9,0.015052609100287438,-0.008322864535851333,-0.0011868139364466378,-0.022010521419401186,-0.00116087564121381,-0.017352608848912494,-0.023526682419875218,-0.0061368655228947735,-0.016555538794270002,-0.022655260595298828,-0.006952598972178688,-0.037381148135593206,-0.029387032063533693
